Region,Assembly Identifier,Phylum,Class,Order,Family,Genus,Organism Name,Average_lifespan_days,DNA_bendability,X_Displacement,Y_Displacement,Inclination,Tip,Shear,Stretch,Stagger,Buckle,Propel,Opening,Alpha,Beta,Gamma,Delta,Epsilon,Zeta,Chi,Phase,Amplitude,Hydrogen_bond,Stacking_energy,Solvation,Shift,Slide,Rise,Tilt,Roll,Twist,A_philicity_energy
intron,GCA_036873155.1_WU_Bs111_ccs,Mollusca,Gastropoda,Hygrophila,Planorbidae,Biomphalaria,Biomphalaria sudanica,301,-0.03504817,-0.924236517,-0.079690817,3.847782919,0.262962836,0.100095697,0.024334931,0.063218313,2.402184286,-10.0574187,2.165824102,-71.79750359,169.6205823,55.10123153,134.1868567,-161.2995643,-112.4974068,-110.8029317,149.9008258,41.55928298,-13.22553425,-54.07236375,-348.6781678,-0.147083134,-0.328575776,3.322994233,-0.81248899,2.096665173,34.52679881,0.688996892
downstream1,GCA_036873155.1_WU_Bs111_ccs,Mollusca,Gastropoda,Hygrophila,Planorbidae,Biomphalaria,Biomphalaria sudanica,301,-0.027783239,-0.91955617,-0.054689287,3.920187916,0.438882332,0.094385693,0.023551983,0.064680914,2.725490336,-9.854494402,2.039031879,-72.1111646,168.8621863,55.09904645,134.8284266,-160.5100693,-112.1433948,-112.0512014,150.7533378,41.59983482,-13.55254267,-54.07838864,-348.535622,-0.140691783,-0.328058204,3.32295407,-0.795549101,2.195928232,34.45292181,0.676851479
downstream2,GCA_036873155.1_WU_Bs111_ccs,Mollusca,Gastropoda,Hygrophila,Planorbidae,Biomphalaria,Biomphalaria sudanica,301,-0.040539295,-0.923694894,-0.091992979,3.812081085,0.202371308,0.104290777,0.024315068,0.059430879,2.307959045,-10.25335744,2.249149585,-71.7162732,169.9938439,55.02071588,133.9738649,-161.2736195,-112.4531189,-110.923632,149.5476163,41.57734267,-13.00769814,-54.06318638,-348.964645,-0.147126033,-0.329438701,3.321546949,-0.837995406,2.036313558,34.53934857,0.70900388
upstream1,GCA_034698085.1_ASM3469808v1,Arthropoda (Mandibulata),Diplopoda,Polydesmida,Polydesmidae,Polydesmus,Polydesmus angustus,730,-0.048490828,-0.91096113,-0.099934179,3.761243211,0.244288323,0.1018385,0.024186446,0.059240517,2.264634937,-10.18987062,2.218648613,-71.80002018,169.7077286,54.93123618,134.3161836,-160.9123874,-112.1741069,-111.4163724,150.0282995,41.58558623,-13.09588287,-54.12074179,-348.6616195,-0.151719887,-0.312661182,3.321414985,-0.80641341,2.034939053,34.60396014,0.706357898
upstream2,GCA_034698085.1_ASM3469808v1,Arthropoda (Mandibulata),Diplopoda,Polydesmida,Polydesmidae,Polydesmus,Polydesmus angustus,730,-0.047942979,-0.907791832,-0.087862915,3.77552075,0.279056131,0.100327847,0.023936419,0.059470858,2.453444844,-10.20187443,2.182902916,-71.89186555,169.5484961,54.91874196,134.5180592,-160.7800253,-112.0731511,-111.706656,150.3381436,41.58248445,-13.19593864,-54.10275419,-348.5206817,-0.150273134,-0.315451091,3.322799026,-0.80776886,2.047024651,34.59465705,0.701645151
exon,GCA_034698085.1_ASM3469808v1,Arthropoda (Mandibulata),Diplopoda,Polydesmida,Polydesmidae,Polydesmus,Polydesmus angustus,730,-0.041891895,-0.902208467,-0.069549842,3.867417346,0.317083656,0.095229279,0.023506788,0.061608127,2.682658642,-10.03047659,2.066449979,-72.02209586,169.0772079,54.94307987,134.8335139,-160.5611526,-112.0122423,-112.138855,150.8115952,41.56622033,-13.50287358,-54.1262488,-348.270596,-0.149339155,-0.311864713,3.323304098,-0.800118,2.118217455,34.55510085,0.687105776
intron,GCA_034698085.1_ASM3469808v1,Arthropoda (Mandibulata),Diplopoda,Polydesmida,Polydesmidae,Polydesmus,Polydesmus angustus,730,-0.056222027,-0.913817823,-0.105922658,3.725922916,0.218936166,0.108218331,0.024311997,0.056005132,2.34778447,-10.46761727,2.340436654,-71.66935184,170.1566602,54.91652207,133.9987399,-161.1432332,-112.2245358,-111.0025043,149.5544918,41.58982455,-12.78735432,-54.06092334,-348.8346974,-0.156656627,-0.31798654,3.321269093,-0.862298773,1.975325476,34.63362781,0.723325868
downstream1,GCA_034698085.1_ASM3469808v1,Arthropoda (Mandibulata),Diplopoda,Polydesmida,Polydesmidae,Polydesmus,Polydesmus angustus,730,-0.043916795,-0.897525584,-0.070231996,3.830644662,0.373704595,0.095913964,0.023581243,0.061346033,2.695161806,-10.07538518,2.082355608,-72.05046281,169.0530858,54.93583255,134.8809377,-160.5243157,-111.9534433,-112.2432948,150.8723603,41.57928733,-13.46476371,-54.11920339,-348.268614,-0.149120216,-0.314523244,3.324204431,-0.793717811,2.105087711,34.56538393,0.688624843
downstream2,GCA_034698085.1_ASM3469808v1,Arthropoda (Mandibulata),Diplopoda,Polydesmida,Polydesmidae,Polydesmus,Polydesmus angustus,730,-0.057355807,-0.903965794,-0.108461299,3.692590153,0.288774379,0.107759908,0.024336468,0.055639604,2.368895393,-10.49777618,2.327737313,-71.73439068,169.997364,54.92390128,134.1347067,-161.1008815,-112.1474482,-111.238318,149.7585915,41.59937592,-12.80663979,-54.0580521,-348.7710448,-0.155618916,-0.320910433,3.322457477,-0.852842685,1.955668445,34.63922388,0.725208727
upstream1,GCA_038502225.1_ASM3850222v1,Arthropoda (Mandibulata),Crustacea,Decapoda,Parastacidae,Cherax,Cherax quadricarinatus,1825,-0.02435519,-0.942723741,-0.074215344,3.872886323,0.228204958,0.09460742,0.024603121,0.065339093,2.106613904,-9.625580712,2.086496285,-71.84608609,169.3255695,55.24153183,134.3121952,-161.28186,-112.6060269,-110.5765608,150.1260292,41.54208058,-13.43269861,-54.08853141,-348.7348432,-0.127315145,-0.329759154,3.322430469,-0.683841704,2.180993875,34.4602572,0.663242298
upstream2,GCA_038502225.1_ASM3850222v1,Arthropoda (Mandibulata),Crustacea,Decapoda,Parastacidae,Cherax,Cherax quadricarinatus,1825,-0.021789704,-0.942375869,-0.059497314,3.927386089,0.298045102,0.090910462,0.024030286,0.06674544,2.307265355,-9.555352495,2.005149868,-72.01427598,169.0010043,55.18329674,134.6684061,-160.8664254,-112.4281215,-111.2004246,150.6007055,41.56092912,-13.65067324,-54.1112396,-348.5925307,-0.127409417,-0.325280902,3.323201218,-0.683842015,2.23182808,34.44118473,0.656515943
exon,GCA_038502225.1_ASM3850222v1,Arthropoda (Mandibulata),Crustacea,Decapoda,Parastacidae,Cherax,Cherax quadricarinatus,1825,-0.018454095,-0.932395324,-0.045157753,4.013331351,0.329831044,0.088045261,0.023387819,0.067599748,2.560560782,-9.528885562,1.932460205,-72.1121048,168.6485988,55.17431943,134.915676,-160.5723501,-112.302324,-111.7868312,150.9286322,41.56255953,-13.83666629,-54.12335893,-348.4225888,-0.129038401,-0.321570703,3.323056901,-0.710053248,2.279037186,34.41635809,0.653790776
intron,GCA_038502225.1_ASM3850222v1,Arthropoda (Mandibulata),Crustacea,Decapoda,Parastacidae,Cherax,Cherax quadricarinatus,1825,-0.023436084,-0.946564882,-0.061644735,3.942721801,0.277958279,0.091995202,0.024314144,0.06615666,2.328123505,-9.573541406,2.019479988,-71.88518379,169.1744492,55.27295163,134.4009442,-161.2989053,-112.681122,-110.5762843,150.2654629,41.52937879,-13.60607755,-54.08305712,-348.5105871,-0.124051438,-0.331165933,3.324059995,-0.670312909,2.225200856,34.4410571,0.654225826
downstream1,GCA_038502225.1_ASM3850222v1,Arthropoda (Mandibulata),Crustacea,Decapoda,Parastacidae,Cherax,Cherax quadricarinatus,1825,-0.019528307,-0.928909748,-0.043150421,3.95663539,0.387655896,0.089482846,0.023468924,0.067539785,2.630893708,-9.589772661,1.958162084,-72.16167947,168.5776646,55.19122761,134.9722349,-160.5190518,-112.2435775,-111.8457929,151.0026625,41.57387587,-13.77635523,-54.10415447,-348.4152691,-0.12973671,-0.324332705,3.323786115,-0.722662532,2.263751852,34.42359387,0.657957555
downstream2,GCA_038502225.1_ASM3850222v1,Arthropoda (Mandibulata),Crustacea,Decapoda,Parastacidae,Cherax,Cherax quadricarinatus,1825,-0.030507455,-0.932374774,-0.083088041,3.804004005,0.253032136,0.099801251,0.024436811,0.063012167,2.150309246,-9.925647515,2.179098933,-71.84696779,169.5716409,55.14274457,134.2487598,-161.1626913,-112.4382142,-110.8859308,149.9859953,41.5721281,-13.18999805,-54.07731771,-348.9378994,-0.13406847,-0.330880941,3.321893401,-0.749327878,2.111162563,34.50003576,0.686379568
upstream1,GCA_037013635.1_ASM3701363v1,Arthropoda (Mandibulata),Insecta,Coleoptera,Chrysomelidae,Plagiodera,Plagiodera versicolora,43.11,-0.033435006,-0.914605091,-0.095503699,3.825436217,0.260064362,0.098289603,0.024809001,0.060393474,2.242254962,-9.907287302,2.121562532,-71.85112994,169.5056928,55.07487655,134.3754859,-161.1076718,-112.3264414,-111.1807396,150.2192783,41.53155237,-13.33994216,-54.13290365,-348.8537396,-0.138814855,-0.314727926,3.320112092,-0.730941322,2.09127685,34.50633987,0.691799186
upstream2,GCA_037013635.1_ASM3701363v1,Arthropoda (Mandibulata),Insecta,Coleoptera,Chrysomelidae,Plagiodera,Plagiodera versicolora,43.11,-0.036988453,-0.908617033,-0.085045034,3.813019268,0.346113778,0.09863515,0.024376194,0.060845189,2.503694796,-10.00720641,2.11834164,-71.94824316,169.3051616,55.07044406,134.5830035,-160.8787786,-112.1626949,-111.6118841,150.4821415,41.55913615,-13.34803391,-54.10108158,-348.6740448,-0.139873223,-0.321385243,3.322191481,-0.763238314,2.083550525,34.52229385,0.691963672
exon,GCA_037013635.1_ASM3701363v1,Arthropoda (Mandibulata),Insecta,Coleoptera,Chrysomelidae,Plagiodera,Plagiodera versicolora,43.11,-0.029621527,-0.915448068,-0.061338348,3.918467309,0.383998212,0.092356699,0.023671902,0.064430848,2.686273893,-9.755768258,1.988609324,-72.12354105,168.7113843,55.08900169,134.9705329,-160.4915036,-112.1062387,-112.1301605,151.0242087,41.56682257,-13.67136621,-54.11257442,-348.3592295,-0.138801217,-0.321104379,3.322873029,-0.764610293,2.184923392,34.47191928,0.67085288
intron,GCA_037013635.1_ASM3701363v1,Arthropoda (Mandibulata),Insecta,Coleoptera,Chrysomelidae,Plagiodera,Plagiodera versicolora,43.11,-0.038566547,-0.916616979,-0.090672465,3.839015548,0.269886464,0.099922461,0.024552634,0.059117341,2.437398343,-10.02007944,2.134996857,-71.81759786,169.588731,55.10298728,134.299053,-161.2228346,-112.3954146,-110.9646369,150.1208762,41.51745073,-13.29051722,-54.10145773,-348.7260575,-0.137911816,-0.319743301,3.321486853,-0.752728182,2.065580165,34.52695611,0.696942009
downstream1,GCA_037013635.1_ASM3701363v1,Arthropoda (Mandibulata),Insecta,Coleoptera,Chrysomelidae,Plagiodera,Plagiodera versicolora,43.11,-0.03135842,-0.912236349,-0.061232833,3.863487001,0.415424062,0.094356295,0.023821781,0.063324038,2.728920778,-9.839498723,2.030146289,-72.1659339,168.7123401,55.08434549,135.017538,-160.3735917,-112.0123701,-112.3303464,151.0819575,41.58550234,-13.57476824,-54.08733479,-348.3877367,-0.136318896,-0.323978824,3.323399792,-0.765627751,2.166845423,34.48297649,0.676771216
downstream2,GCA_037013635.1_ASM3701363v1,Arthropoda (Mandibulata),Insecta,Coleoptera,Chrysomelidae,Plagiodera,Plagiodera versicolora,43.11,-0.039982058,-0.918140549,-0.101048408,3.770177053,0.219324445,0.104229785,0.024968757,0.057713774,2.297903454,-10.1420213,2.230598877,-71.7542722,169.8539954,55.08785848,134.1043351,-161.2914118,-112.3551833,-110.8924741,149.8294685,41.53357955,-13.0433699,-54.06775192,-348.9627749,-0.135997419,-0.323819047,3.320922445,-0.768815226,2.013310991,34.54892424,0.709973944
upstream1,GCA_902702965.1_SerJ_v2_0,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Spirometra,Spirometra erinaceieuropaei,5218.575,-0.028364183,-0.934574292,-0.058256058,4.017107439,0.17149913,0.088497869,0.023722585,0.067851918,2.459873551,-9.583758036,1.939589607,-71.83819137,169.3442412,55.23738959,134.3484272,-161.292919,-112.8083551,-110.4787162,150.1996713,41.47865295,-13.81483556,-54.17639229,-348.2269347,-0.140996174,-0.314587322,3.323982409,-0.707458817,2.21064178,34.4929641,0.654398164
upstream2,GCA_902702965.1_SerJ_v2_0,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Spirometra,Spirometra erinaceieuropaei,5218.575,-0.029021775,-0.934828275,-0.047390387,4.057199474,0.18050526,0.085899612,0.023304141,0.067937788,2.572845068,-9.545799817,1.881697193,-71.91846642,169.1945494,55.19482562,134.538907,-161.1104741,-112.7288261,-110.7481193,150.4672819,41.48116887,-13.95455378,-54.1811187,-348.0467367,-0.138509654,-0.312846418,3.325392358,-0.695363956,2.231095319,34.49360879,0.649824388
exon,GCA_902702965.1_SerJ_v2_0,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Spirometra,Spirometra erinaceieuropaei,5218.575,-0.022387515,-0.937444831,-0.035026356,4.147510787,0.205061052,0.079904988,0.023021865,0.070536073,2.592885718,-9.24354466,1.757266929,-72.05824137,168.7467403,55.21799239,134.8656682,-160.7832457,-112.6251569,-111.1482044,150.921741,41.48836901,-14.25618329,-54.21321293,-347.839124,-0.134602243,-0.305983014,3.325289329,-0.655462807,2.309040743,34.46568597,0.630649805
intron,GCA_902702965.1_SerJ_v2_0,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Spirometra,Spirometra erinaceieuropaei,5218.575,-0.02570753,-0.939122807,-0.053972761,4.028038732,0.202699752,0.085255609,0.023600403,0.068559139,2.413667581,-9.43650534,1.876022436,-71.93857054,169.1062272,55.17343657,134.6037476,-161.0754162,-112.7006672,-110.7445036,150.5849775,41.48002031,-13.97014819,-54.19802427,-348.1100856,-0.138205659,-0.310786634,3.32386989,-0.673614071,2.248187247,34.47795312,0.643236451
downstream1,GCA_902702965.1_SerJ_v2_0,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Spirometra,Spirometra erinaceieuropaei,5218.575,-0.022495323,-0.93758533,-0.032370301,4.124466829,0.233452815,0.080151773,0.023030174,0.070636209,2.63209824,-9.256101564,1.765471823,-72.09829773,168.6569328,55.21618596,134.9452699,-160.6811052,-112.5726,-111.3216419,151.0250286,41.50167272,-14.24465185,-54.20252445,-347.8389713,-0.134387691,-0.308014032,3.325459231,-0.660725789,2.312507367,34.45843824,0.63058846
downstream2,GCA_902702965.1_SerJ_v2_0,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Spirometra,Spirometra erinaceieuropaei,5218.575,-0.028011308,-0.94600622,-0.046778871,4.113324557,0.115645725,0.086515105,0.023495294,0.06832155,2.536360197,-9.493179742,1.89051521,-71.71785964,169.6199646,55.29031551,134.0922407,-161.5793419,-113.0695492,-109.9399279,149.8213028,41.46042619,-13.92541962,-54.16454704,-348.0425437,-0.134557724,-0.317843548,3.325136512,-0.682227005,2.239680201,34.47767168,0.645674399
upstream1,GCA_905397405.1_1_On_b1v03.max_arth_b2g_droso_b2g_emblv2,Arthropoda (Chelicerata),Arachnida,Sarcoptiformes,Oppiidae,Oppiella,Oppiella nova,60,-0.031959809,-0.909915758,-0.113459058,3.823170983,0.236099656,0.09544487,0.024483767,0.060120275,2.0292626,-9.772262885,2.096852538,-71.8845574,169.4756827,54.90870187,134.4485631,-160.6788975,-112.1423862,-111.8808977,150.2545609,41.55822784,-13.42002695,-54.19675362,-348.846012,-0.138645314,-0.30251499,3.316854913,-0.717152943,2.123074683,34.48871527,0.689085765
upstream2,GCA_905397405.1_1_On_b1v03.max_arth_b2g_droso_b2g_emblv2,Arthropoda (Chelicerata),Arachnida,Sarcoptiformes,Oppiidae,Oppiella,Oppiella nova,60,-0.027235459,-0.917717106,-0.07918185,3.91161986,0.22221731,0.086479842,0.024026421,0.063118773,2.237064832,-9.498707005,1.911983572,-72.0605439,169.027934,54.93656289,134.8474516,-160.5413502,-112.2205534,-111.8449683,150.9173446,41.51072384,-13.88966431,-54.208719,-348.3453623,-0.136624123,-0.296603506,3.318948156,-0.662679041,2.222963736,34.45100833,0.65794394
exon,GCA_905397405.1_1_On_b1v03.max_arth_b2g_droso_b2g_emblv2,Arthropoda (Chelicerata),Arachnida,Sarcoptiformes,Oppiidae,Oppiella,Oppiella nova,60,-0.025777247,-0.917305218,-0.058122728,3.944927201,0.237768394,0.082895193,0.023679418,0.067240697,2.446912534,-9.388844068,1.831833363,-72.16872507,168.7388125,55.02284298,135.085238,-160.5194805,-112.2594609,-111.7296674,151.2845869,41.49782721,-14.09233713,-54.21493615,-347.9887574,-0.138540711,-0.296855506,3.322412736,-0.654411946,2.246376916,34.47867249,0.643585026
intron,GCA_905397405.1_1_On_b1v03.max_arth_b2g_droso_b2g_emblv2,Arthropoda (Chelicerata),Arachnida,Sarcoptiformes,Oppiidae,Oppiella,Oppiella nova,60,-0.030557218,-0.920158698,-0.098986911,3.855973425,0.141217389,0.09616839,0.024798656,0.061769266,2.107655424,-9.75703183,2.106401709,-71.79422741,169.6767698,55.02442691,134.2154352,-161.0675101,-112.3946977,-111.0254917,149.9824138,41.51702156,-13.4014349,-54.15441779,-348.7454681,-0.140973082,-0.304120362,3.31780384,-0.72698644,2.126577251,34.50766424,0.682450744
downstream1,GCA_905397405.1_1_On_b1v03.max_arth_b2g_droso_b2g_emblv2,Arthropoda (Chelicerata),Arachnida,Sarcoptiformes,Oppiidae,Oppiella,Oppiella nova,60,-0.027155006,-0.914411378,-0.056859596,3.918547528,0.302608639,0.085347985,0.023725021,0.06709316,2.570734541,-9.513171988,1.878454824,-72.16988944,168.7353961,55.05403614,135.0436034,-160.5570559,-112.2317867,-111.7313951,151.2131405,41.50708612,-13.98408674,-54.17501167,-347.952961,-0.141076956,-0.301959599,3.323302139,-0.687506125,2.231120931,34.49066745,0.649388868
downstream2,GCA_905397405.1_1_On_b1v03.max_arth_b2g_droso_b2g_emblv2,Arthropoda (Chelicerata),Arachnida,Sarcoptiformes,Oppiidae,Oppiella,Oppiella nova,60,-0.043559277,-0.911831158,-0.114411983,3.737913685,0.168193972,0.104329283,0.025021474,0.057871604,2.135084046,-10.15069618,2.2672922,-71.71092798,170.0024455,54.9852092,133.9968578,-161.1968811,-112.2860795,-110.9456619,149.6395599,41.54323439,-12.97119421,-54.09204927,-348.8752132,-0.149393057,-0.31181141,3.318815372,-0.803465061,2.003820107,34.58246225,0.712202951
upstream1,GCA_911387765.1_ilPyrMalv3.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Hesperiidae,Pyrgus,Pyrgus malvae,348.58,-0.037334321,-0.90840877,-0.099556811,3.818703474,0.266760612,0.098870399,0.024289918,0.061048878,2.121895741,-9.973443858,2.14341383,-71.86485512,169.6100656,55.02447515,134.3536341,-160.8921035,-112.2814165,-111.5361208,150.0941381,41.58629256,-13.25562465,-54.15143602,-348.8253703,-0.143458414,-0.314527059,3.319913451,-0.761653198,2.075746575,34.53063269,0.694560091
upstream2,GCA_911387765.1_ilPyrMalv3.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Hesperiidae,Pyrgus,Pyrgus malvae,348.58,-0.036242387,-0.916862181,-0.084850114,3.799933448,0.298846884,0.096445839,0.024116743,0.063137441,2.257837919,-9.900021665,2.111944592,-71.95399407,169.2982703,55.00609524,134.6209044,-160.741981,-112.1567834,-111.6666518,150.4856566,41.59004858,-13.3734132,-54.13279324,-348.623534,-0.138653601,-0.317860958,3.322211573,-0.743165368,2.10810593,34.53734498,0.682915309
exon,GCA_911387765.1_ilPyrMalv3.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Hesperiidae,Pyrgus,Pyrgus malvae,348.58,-0.022343577,-0.929125247,-0.05046723,3.952371884,0.308753235,0.085869544,0.023270052,0.069294883,2.410593662,-9.433144435,1.888480199,-72.1927056,168.472521,55.02978549,135.1815427,-160.2149962,-112.1024914,-112.2931372,151.2878078,41.58295277,-13.93131742,-54.19351759,-348.2588437,-0.131205155,-0.311233023,3.322637687,-0.697551599,2.249665734,34.46771083,0.650872479
intron,GCA_911387765.1_ilPyrMalv3.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Hesperiidae,Pyrgus,Pyrgus malvae,348.58,-0.034330071,-0.927760712,-0.087351877,3.832866448,0.246822791,0.095937775,0.024314214,0.063618841,2.137808602,-9.825642861,2.102278945,-71.85248609,169.4482781,55.05984862,134.4013434,-161.0687129,-112.4107897,-111.0484941,150.2183636,41.55441748,-13.3864494,-54.13616532,-348.5973512,-0.137308355,-0.318282904,3.322063636,-0.725569328,2.12033361,34.52954266,0.677408604
downstream1,GCA_911387765.1_ilPyrMalv3.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Hesperiidae,Pyrgus,Pyrgus malvae,348.58,-0.023851806,-0.928608399,-0.048643393,3.929672323,0.337000323,0.086278072,0.023250256,0.069247929,2.448826114,-9.480940846,1.905140061,-72.19871632,168.5232431,55.0181922,135.176925,-160.1593078,-112.0454934,-112.3840032,151.2574499,41.59440192,-13.90219745,-54.18104867,-348.2346704,-0.131840034,-0.31235539,3.323175279,-0.699831191,2.246952066,34.47838563,0.652541735
downstream2,GCA_911387765.1_ilPyrMalv3.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Hesperiidae,Pyrgus,Pyrgus malvae,348.58,-0.036117815,-0.926984249,-0.097017808,3.754881571,0.203808542,0.100313491,0.024604624,0.062438506,2.029286764,-9.971445623,2.202805133,-71.78628018,169.7203845,55.0440817,134.2063759,-161.0938576,-112.3552118,-111.0474002,149.8985574,41.58174441,-13.13479861,-54.10373788,-348.8325293,-0.13646194,-0.322624886,3.321321708,-0.751191768,2.071665994,34.55172807,0.690374256
